statements,undef_definition,alias_definition,require_definition,BEGIN_statement,END_statement,Expression,return_expression,yield_expression,iterator,block_var,block_vars,statement_modifier,modifier,rescue_statement,ensure_statement,return_statement,primary,reference,yield_statement,if_statement,unless_statement,while_statement,until_statement,case_statement,for_statement,class_definition,module_definition,method_definition,command,class_inheritance,literal,string_literal,numeric_literal,symbol_literal,array_literal,regular_expression,command_output,here_document,variable,identifier,varname,global_id,instance_id,operation,function_call,paren_call_args,call_args,binary_op,unary_op,Include statement,Respond To statement,Method Missing statement,Define Method statement,Attr Reader statement,Attr Writer statement,Attr Accessor statement,Instance Variable Get statement,Instance Variable Set statement,Class Variable Get statement,Class Variable Set statement,Const Get statement,Const Set statement,Eval statement,Class Eval statement,Module Eval statement,Instance Eval statement,Instance Exec statement,Send statement
5,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,1,2,1,2,1,2,3,0,0,1,0,0,0,0,6,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,1,0,0,69,0,0,23,0,0,0,0,1,0,0,84,82,0,0,0,0,0,0,0,1,0,3,51,1,47,35,0,13,0,0,0,0,17,90,16,0,0,75,8,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,2,2,0,0,47,0,0,3,3,3,4,4,0,0,0,62,73,0,0,0,0,0,0,0,2,0,12,19,1,15,8,0,7,2,2,0,0,58,105,45,0,2,52,10,10,23,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1
47,0,0,0,0,0,101,0,0,30,2,2,0,0,0,0,0,91,93,0,0,0,0,0,0,0,1,0,0,71,1,70,66,0,2,2,2,0,0,6,83,6,0,0,74,1,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,34,0,0,15,5,5,0,0,0,0,0,54,77,0,0,0,0,0,0,0,0,0,0,32,0,24,21,0,3,5,0,0,0,37,76,37,0,0,40,5,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,47,0,0,13,0,0,0,0,0,0,0,74,88,0,0,0,0,0,0,0,1,1,3,30,1,19,19,0,0,11,0,0,0,47,85,44,0,6,37,4,4,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31,0,0,0,0,0,51,0,0,14,0,0,0,0,0,0,0,114,128,0,0,0,0,0,0,0,0,0,0,45,0,67,62,0,5,0,0,0,0,28,86,28,0,0,58,8,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,20,18,0,0,0,0,0,0,0,0,4,0,16,0,15,1,0,15,0,0,0,0,3,38,3,0,0,31,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,24,0,0,8,0,0,0,0,0,0,0,57,73,0,0,0,0,0,0,0,0,0,0,29,0,36,33,0,3,5,0,0,0,12,54,12,0,0,42,10,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
