statements,undef_definition,alias_definition,require_definition,BEGIN_statement,END_statement,Expression,return_expression,yield_expression,iterator,block_var,block_vars,statement_modifier,modifier,rescue_statement,ensure_statement,return_statement,primary,reference,yield_statement,if_statement,unless_statement,while_statement,until_statement,case_statement,for_statement,class_definition,module_definition,method_definition,command,class_inheritance,literal,string_literal,numeric_literal,symbol_literal,array_literal,regular_expression,command_output,here_document,variable,identifier,varname,global_id,instance_id,operation,function_call,paren_call_args,call_args,binary_op,unary_op,Include statement,Respond To statement,Method Missing statement,Define Method statement,Attr Reader statement,Attr Writer statement,Attr Accessor statement,Instance Variable Get statement,Instance Variable Set statement,Class Variable Get statement,Class Variable Set statement,Const Get statement,Const Set statement,Eval statement,Class Eval statement,Module Eval statement,Instance Eval statement,Instance Exec statement,Send statement
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,24,32,0,0,0,0,0,0,0,0,0,0,14,0,7,5,1,1,1,0,0,0,18,36,16,0,1,21,7,6,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0
8,0,0,0,0,0,23,0,0,7,0,0,0,0,0,0,0,100,134,0,0,0,0,0,0,0,0,0,0,22,0,56,5,34,17,0,0,0,0,42,93,40,0,15,75,36,35,57,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,47,0,0,20,2,2,0,0,0,0,0,69,122,0,0,0,0,0,0,0,0,0,0,29,0,44,41,2,1,0,0,0,0,67,102,63,0,0,47,17,9,35,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,0,0,7,0,0,2,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,0,0,0,5,0,9,6,3,1,1,0,0,0,3,12,3,0,0,9,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,2,0,0,74,0,0,2,1,1,5,5,1,0,0,118,156,0,4,0,3,1,2,0,1,1,6,29,1,47,20,14,15,6,0,0,0,97,150,93,1,0,65,15,15,32,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,14,0,0,64,0,0,3,3,3,7,7,1,0,0,102,135,0,4,0,0,0,0,0,4,2,3,30,3,21,24,5,2,0,4,0,0,108,166,106,0,0,45,12,12,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,0,0,12,0,0,4,0,0,0,0,0,0,0,22,29,0,0,0,0,0,0,0,0,0,0,7,0,14,13,0,2,1,0,0,0,15,19,15,0,4,9,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
