statements,undef_definition,alias_definition,require_definition,BEGIN_statement,END_statement,Expression,return_expression,yield_expression,iterator,block_var,block_vars,statement_modifier,modifier,rescue_statement,ensure_statement,return_statement,primary,reference,yield_statement,if_statement,unless_statement,while_statement,until_statement,case_statement,for_statement,class_definition,module_definition,method_definition,command,class_inheritance,literal,string_literal,numeric_literal,symbol_literal,array_literal,regular_expression,command_output,here_document,variable,identifier,varname,global_id,instance_id,operation,function_call,paren_call_args,call_args,binary_op,unary_op,Include statement,Respond To statement,Method Missing statement,Define Method statement,Attr Reader statement,Attr Writer statement,Attr Accessor statement,Instance Variable Get statement,Instance Variable Set statement,Class Variable Get statement,Class Variable Set statement,Const Get statement,Const Set statement,Eval statement,Class Eval statement,Module Eval statement,Instance Eval statement,Instance Exec statement,Send statement
3,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,560,636,0,0,0,0,0,0,0,1,0,0,1,0,254,255,0,0,0,0,0,0,302,321,240,0,0,79,78,78,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,17,18,0,0,0,0,0,0,0,1,0,2,6,1,9,3,1,5,0,0,0,0,6,21,5,0,0,14,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,8,0,0,1,1,1,0,0,0,0,0,19,21,0,0,0,0,0,0,0,1,0,1,5,1,7,1,1,5,0,0,0,0,13,23,9,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,9,0,0,1,1,1,0,0,0,0,0,23,27,0,0,0,0,0,0,0,1,0,1,6,1,9,2,1,6,0,0,0,0,16,29,13,0,0,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,1,0,0,33,0,0,11,2,2,0,0,0,0,0,50,93,0,0,0,0,0,0,0,0,0,0,28,0,22,12,2,9,1,0,0,0,59,104,59,0,2,45,8,8,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,1,0,0,94,0,0,30,2,2,0,0,0,0,0,93,154,0,0,0,0,0,0,0,0,0,0,118,0,54,41,0,14,0,0,0,0,55,187,39,0,0,154,22,22,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,3,7,2,0,0,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,53,0,0,0,0,0,2,2,0,0,0,93,94,0,4,0,0,0,0,0,1,0,16,14,1,19,6,5,7,6,1,0,0,63,93,61,0,10,50,15,10,22,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,1,0,0,32,0,0,8,4,4,0,0,0,0,0,39,57,0,1,0,0,0,0,0,0,0,2,19,0,21,9,5,8,1,0,0,0,38,69,33,0,0,31,2,2,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,1,0,0,151,0,0,37,0,0,0,0,0,0,0,235,304,0,0,0,0,0,0,0,0,0,2,163,0,65,60,0,6,0,0,0,0,188,339,122,0,0,234,63,46,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,1,0,0,33,0,0,8,0,0,0,0,0,0,0,48,69,0,0,0,0,0,0,0,0,0,0,32,0,16,5,0,12,0,0,0,0,37,77,32,0,0,52,8,8,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,9,0,0,1,1,1,0,0,0,0,0,36,38,0,0,0,0,0,0,0,1,0,1,6,1,14,0,1,13,2,0,0,0,18,37,14,0,0,20,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,35,0,0,0,0,0,0,0,1,0,0,45,48,0,2,0,0,0,0,0,1,0,11,15,1,12,4,0,7,1,1,0,0,28,62,28,0,4,40,7,7,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,1,0,0,21,0,0,7,0,0,0,0,0,0,0,25,33,0,0,0,0,0,0,0,0,0,0,19,0,11,5,0,7,1,0,0,0,8,39,8,0,0,30,4,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,1,0,0,101,0,0,21,0,0,0,0,0,0,0,147,190,0,0,0,0,0,0,0,0,0,0,107,0,65,28,0,38,0,0,0,0,53,239,51,0,0,188,43,43,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,10,0,0,3,1,1,0,0,0,0,0,21,26,0,0,0,0,0,0,0,1,0,2,7,1,6,3,0,3,1,0,0,0,16,30,16,0,3,15,3,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,10,0,0,1,1,1,0,0,0,0,0,19,22,0,0,0,0,0,0,0,1,0,1,7,1,12,1,1,10,1,0,0,0,8,28,7,0,0,18,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,11,0,0,1,1,1,0,0,0,0,0,22,27,0,0,0,0,0,0,0,1,0,1,8,1,10,1,1,8,0,0,0,0,16,32,12,0,0,17,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,3,5,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,3,0,0,0,0,3,10,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,1,0,0,319,0,0,64,4,4,0,0,0,0,0,730,1023,0,0,1,0,0,0,0,0,0,0,233,0,225,93,31,102,3,0,0,0,626,1049,591,0,0,494,159,154,358,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,1,0,1,2,1,4,0,1,3,0,0,0,0,4,11,2,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,0,0,9,0,0,1,1,1,0,0,0,0,0,12,21,0,0,0,0,0,0,0,1,0,1,6,0,6,2,1,4,0,0,0,0,10,26,10,0,0,14,3,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,19,25,0,0,0,0,0,0,0,1,0,3,4,0,6,2,0,4,1,0,0,0,14,30,14,0,0,13,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,57,55,0,0,0,0,0,0,0,1,0,3,3,1,15,12,0,3,2,0,0,0,25,43,25,0,0,15,6,6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0,1,0,0,158,0,0,57,2,2,0,0,0,0,0,336,431,0,0,0,0,0,0,0,0,0,0,150,0,143,76,4,64,0,0,0,0,185,420,165,0,0,266,52,52,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
